상호,운영시간,업종,도로명주소,지번주소,전화번호,위도,경도
그린여인숙,11:00~23:00,기타,충청남도 천안시 동남구 공설시장1길 14-1,충청남도 천안시 동남구 대흥동 13-1,,36.81024963,127.1494359
대천반점,11:00~21:00,식당/음식,충청남도 천안시 동남구 공설시장1길 16,충청남도 천안시 동남구 대흥동 17-1,041-553-7576,36.81041935,127.1493882
월풀빨래방,09:00~19:00,생활서비스,충청남도 천안시 동남구 공설시장1길 18-4,충청남도 천안시 동남구 대흥동 10-7,041-556-3747,36.81034737,127.1496874
공실 22,공실,기타,충청남도 천안시 동남구 공설시장1길 18-4,충청남도 천안시 동남구 대흥동 10-7,,36.81034761,127.1496875
공실 23,공실,기타,충청남도 천안시 동남구 공설시장1길 18-4,충청남도 천안시 동남구 대흥동 10-7,,36.81034746,127.1496875
공실 24,공실,기타,충청남도 천안시 동남구 공설시장1길 18-4,충청남도 천안시 동남구 대흥동 10-7,,36.81034754,127.1496874
공실 25,공실,기타,충청남도 천안시 동남구 공설시장1길 18-4,충청남도 천안시 동남구 대흥동 10-7,,36.81034742,127.1496874
남도밥상,10:00~20:00,식당/음식,충청남도 천안시 동남구 공설시장1길 18-6,충청남도 천안시 동남구 대흥동 10-8,041-555-7043,36.81027345,127.149819
타워모텔,00:00~24:00,기타,충청남도 천안시 동남구 공설시장1길 18-6,충청남도 천안시 동남구 대흥동 10-8,041-568-1717,36.81027354,127.149819
청춘닭발,16:00~22:00,식당/음식,충청남도 천안시 동남구 공설시장1길 18,충청남도 천안시 동남구 대흥동 17-7,,36.81057377,127.1493646
공실 26,공실,기타,충청남도 천안시 동남구 공설시장3길 5,충청남도 천안시 동남구 대흥동 20-3,,36.81025033,127.1489051
자갈매운탕,11:00~21:00,식당/음식,충청남도 천안시 동남구 공설시장1길 18-1,충청남도 천안시 동남구 대흥동 17-2,041-562-4941,36.81055478,127.1494764
마로니에 병천순대,09:30~21:00,식당/음식,충청남도 천안시 동남구 공설시장1길 20,충청남도 천안시 동남구 대흥동 17-3,041-551-4743,36.8106646,127.1493969
명동떡전문점,09:30~16:00,식당/음식,충청남도 천안시 동남구 공설시장1길 22,충청남도 천안시 동남구 대흥동 17-5,041-622-8998,36.81072606,127.1494325
대원식당,09:00~18:00,식당/음식,충청남도 천안시 동남구 문화로 8,충청남도 천안시 동남구 대흥동 17-6,041-551-8200,36.81081372,127.1494108
장모님삼계반탕,08:00~20:00,식당/음식,충청남도 천안시 동남구 문화로 6,충청남도 천안시 동남구 대흥동 18,041-555-3448,36.8108802,127.1492375
중앙기물,09:30~18:30,생활용품,충청남도 천안시 동남구 문화로 6,충청남도 천안시 동남구 대흥동 18,041-551-5836,36.81081306,127.1491918
은혜양말,09:00~19:30,농산물/청과,충청남도 천안시 동남구 대흥로 258,충청남도 천안시 동남구 대흥동19,,36.8107235,127.1492
과일사랑,09:00~19:30,농산물/청과,충청남도 천안시 동남구 대흥로 258,충청남도 천안시 동남구 대흥동19,,36.81067543,127.1491851
병천순대국밥,08:00~21:00,식당/음식,충청남도 천안시 동남구 공설시장1길 19,충청남도 천안시 동남구 대흥동 20-6,041-551-4772,36.81062649,127.1491194
영가방총판,08:30~20:00,의류/잡화,충청남도 천안시 동남구 공설시장1길 15-1,충청남도 천안시 동남구 대흥동 20-2,041-565-4071,36.81046846,127.1489712
글로리아혼수,09:00~19:00,침구/주단,충청남도 천안시 동남구 공설시장1길 15-1,충청남도 천안시 동남구 대흥동 20-11,041-567-4979,36.81042366,127.1489675
삼화가방,09:00~19:00,의류/잡화,충청남도 천안시 동남구 공설시장1길 15,충청남도 천안시 동남구 대흥동 20-11,041-551-1209,36.81038212,127.1489567
의류알뜰매장,09:30~18:00,의류/잡화,충청남도 천안시 동남구 공설시장3길 13,충청남도 천안시 동남구 대흥동 20-12,,36.81032914,127.1489279
샘물야식,10:00~22:00,식당/음식,충청남도 천안시 동남구 공설시장3길 5-1,충청남도 천안시 동남구 대흥동 20-10,,36.81024859,127.1490372
자이헤어샵,08:00~19:30,생활서비스,충청남도 천안시 동남구 공설시장3길 5-1,충청남도 천안시 동남구 대흥동 20-10,041-565-3478,36.81020602,127.1490217
신영상회,08:00~17:00,수산물,충청남도 천안시 동남구 공설시장3길 5,충청남도 천안시 동남구 대흥동 20-3,041-551-1029,36.81024379,127.1489353
공실 27,공실,기타,충청남도 천안시 동남구 공설시장3길 5,충청남도 천안시 동남구 대흥동 20-3,,36.81025054,127.148907
공실 28,공실,기타,충청남도 천안시 동남구 공설시장3길 5,충청남도 천안시 동남구 대흥동 20-3,,36.81025052,127.148907
공실 29,폐업,기타,충청남도 천안시 동남구 대흥로 250,충청남도 천안시 동남구 대흥동 60-1,,36.81013419,127.1485922
꽃딸네,10:00~17:00,의류/잡화,충청남도 천안시 동남구 공설시장3길 3,충청남도 천안시 동남구 대흥동 20-7,041-562-5974,36.81026396,127.1488537
번개PC,미영업,기타,충청남도 천안시 동남구 공설시장3길 3,충청남도 천안시 동남구 대흥동 20-7,,36.81027211,127.1488112
와!꼬치다,10:00~23:00,식당/음식,충청남도 천안시 동남구 공설시장3길 3,충청남도 천안시 동남구 대흥동 20-7,041-554-7268,36.8102826,127.1487663
역전할인마트,06:00~22:00,마트/식품,충청남도 천안시 동남구 대흥로 252,충청남도 천안시 동남구 대흥동 20-5,041-566-3446,36.81032197,127.148611
오렌지노래클럽,미영업,기타,충청남도 천안시 동남구 대흥로 252,충청남도 천안시 동남구 대흥동 20-5,,36.810322,127.148611
뉴금강게임장,09:00~22:00,기타,충청남도 천안시 동남구 대흥로 252,충청남도 천안시 동남구 대흥동 20-5,,36.8103219,127.1486112
몽골식당 오그므르,14:00~23:00,식당/음식,충청남도 천안시 동남구 대흥로 252,충청남도 천안시 동남구 대흥동 20-5,,36.81032194,127.1486111
축복응답기도원,미영업,기타,충청남도 천안시 동남구 대흥로 252,충청남도 천안시 동남구 대흥동 20-5,,36.81032196,127.1486112
천안역금호스테이천안1부동산,미영업,생활서비스,충청남도 천안시 동남구 대흥로 250,충청남도 천안시 동남구 대흥동 60-1,041-557-1200,36.8101645,127.1484955
마라유혹,11:00~23:00,식당/음식,충청남도 천안시 동남구 대흥로 250,충청남도 천안시 동남구 대흥동 60-1,041-555-2096,36.81013426,127.1485919
공실 30,폐업,기타,충청남도 천안시 동남구 대흥로 250,충청남도 천안시 동남구 대흥동 60-1,,36.81013432,127.1485921
공실 31,공실,기타,충청남도 천안시 동남구 공설시장3길 6-1,충청남도 천안시 동남구 대흥동 60-3,,36.81005962,127.1489233
고향식당,08:30~19:30,식당/음식,충청남도 천안시 동남구 공설시장3길 4,충청남도 천안시 동남구 대흥동 39-1,041-555-7268,36.8100714,127.1487112
공실 32,폐업,기타,충청남도 천안시 동남구 공설시장3길 14-1,충청남도 천안시 동남구 대흥동 70-8,,36.80986548,127.149812
연변영양탕,임의,식당/음식,충청남도 천안시 동남구 공설시장3길 4,충청남도 천안시 동남구 대흥동 39-1,041-566-8808,36.8100716,127.1487111
투마리탱탱치킨,12:00~21:00,식당/음식,충청남도 천안시 동남구 공설시장3길 6,충청남도 천안시 동남구 대흥동 60-2,041-566-5557,36.81006087,127.1487932
금산흑염소,09:00~18:00,의료/건강,충청남도 천안시 동남구 공설시장3길 6,충청남도 천안시 동남구 대흥동 60-2,,36.81007492,127.148858
공실 33,공실,기타,충청남도 천안시 동남구 공설시장3길 14-1,충청남도 천안시 동남구 대흥동 70-8,,36.80986548,127.149812
사거리과일,07:30~21:00,농산물/청과,충청남도 천안시 동남구 공설시장3길 6-1,충청남도 천안시 동남구 대흥동 60-3,041-566-4875,36.810063,127.1489888
꽈배기진맛,08:30~19:00,식당/음식,충청남도 천안시 동남구 공설시장3길 6-1,충청남도 천안시 동남구 대흥동 60-3,,36.81002343,127.1489771
선물코너,09:00~21:00,의류/잡화,충청남도 천안시 동남구 공설시장1길 9-2,충청남도 천안시 동남구 대흥동 60-4,041-551-6052,36.80999009,127.1489331
대흥지업사,09:00~21:00,기타,충청남도 천안시 동남구 공설시장1길 9-2,충청남도 천안시 동남구 대흥동 60-4,041-551-6052,36.80996334,127.148924
태평병천순대국밥,10:00~19:00,식당/음식,충청남도 천안시 동남구 공설시장1길 9,충청남도 천안시 동남구 대흥동 60-5,041-571-2229,36.80991892,127.1489105
공설방앗간,07:00~22:00,기타,충청남도 천안시 동남구 공설시장1길 9,충청남도 천안시 동남구 대흥동 60-5,041-551-4742,36.80989425,127.1489092
삼양병천순대국밥맛있는집,09:30~21:00,식당/음식,충청남도 천안시 동남구 공설시장1길 9-1,충청남도 천안시 동남구 대흥동 60-6,041-562-3980,36.80990017,127.1488358
상인회사무실,미영업,기타,충청남도 천안시 동남구 공설시장1길 9-1,충청남도 천안시 동남구 대흥동 60-6,041-522-9953,36.80988038,127.1488171
생선구이,09:00~20:00,식당/음식,충청남도 천안시 동남구 공설시장1길 9-1,충청남도 천안시 동남구 대흥동 60-6,041-555-1019,36.80986368,127.1487996
장미용실,미영업,생활서비스,충청남도 천안시 동남구 공설시장1길 7-2,충청남도 천안시 동남구 대흥동 62-60,041-565-4749,36.80977191,127.1488608
전원식당,미영업,식당/음식,충청남도 천안시 동남구 공설시장1길 7-2,충청남도 천안시 동남구 대흥동 62-60,041-551-4345,36.80971422,127.1488362
경주여인숙,21:00~04:00,기타,충청남도 천안시 동남구 공설시장1길 7-2,충청남도 천안시 동남구 대흥동 62-60,041-555-0601,36.8097394,127.1488473
갑자상회,05:00~20:30,마트/식품,충청남도 천안시 동남구 공설시장1길 7-1,충청남도 천안시 동남구 대흥동 62-18,041-551-3254,36.80967021,127.1487447
동백상회,06:00~20:00,침구/주단,충청남도 천안시 동남구 공설시장1길 7,충청남도 천안시 동남구 대흥동 62-17,041-551-2981,36.80961509,127.1488147
과일나라,07:30~19:30,농산물/청과,충청남도 천안시 동남구 공설시장1길 5-1,충청남도 천안시 동남구 대흥동 62-25,,36.80955763,127.1487952
연변입쌀만두,09:00~19:30,식당/음식,충청남도 천안시 동남구 공설시장1길 5-1,충청남도 천안시 동남구 대흥동 62-25,,36.8095289,127.148759
언니네,16:00~23:00,식당/음식,충청남도 천안시 동남구 버들로 3-1,충청남도 천안시 동남구 대흥동 62-58,041-556-2810,36.80947869,127.1487551
마늘떡볶이튀김,월-토 10:00-21:30,식당/음식,충청남도 천안시 동남구 공설시장1길 3,충청남도 천안시 동남구 대흥동 62-35,041-569-6979,36.80942555,127.1487593
천안역공인중개사,09:00~18:00,생활서비스,충청남도 천안시 동남구 버들로 5,충청남도 천안시 동남구 대흥동 62-14,041-568-1818,36.80929901,127.1487169
스마트통신,09:00~21:30,전기/가전,충청남도 천안시 동남구 버들로 5,충청남도 천안시 동남구 대흥동 62-13,041-561-7011,36.8093431,127.148673
버들의봄,08:30~17:00,식당/음식,충청남도 천안시 동남구 공설시장2길 5,충청남도 천안시 동남구 대흥동 63-58,041-556-2007,36.80930179,127.1494987
(사)대한노인회천안시지회,09:00~18:00,기타,충청남도 천안시 동남구 공설시장2길 5,충청남도 천안시 동남구 대흥동 63-58,041-903-9722,36.80935803,127.1494576
이쁜이다방,09:00~21:00,식당/음식,충청남도 천안시 동남구 공설시장3길 14-1,충청남도 천안시 동남구 대흥동 70-8,,36.80986551,127.149812
공실 34,폐업,기타,충청남도 천안시 동남구 공설시장2길 11,충청남도 천안시 동남구 대흥동 70-10,,36.80969908,127.1496885
공실 35,폐업,기타,충청남도 천안시 동남구 공설시장2길 11,충청남도 천안시 동남구 대흥동 70-10,,36.80975676,127.1497671
단테,미영업,기타,충청남도 천안시 동남구 공설시장2길 11,충청남도 천안시 동남구 대흥동 70-10,041-557-2924,36.80970692,127.1497056
좋은사람들,미영업,의류/잡화,충청남도 천안시 동남구 공설시장2길 11,충청남도 천안시 동남구 대흥동 70-10,,36.80973149,127.1497126
공실 36,공실,기타,충청남도 천안시 동남구 공설시장2길 11,충청남도 천안시 동남구 대흥동 70-10,,36.80970696,127.1497056
공실 37,공실,기타,충청남도 천안시 동남구 공설시장2길 11,충청남도 천안시 동남구 대흥동 70-10,,36.80970696,127.1497056
대성양복점,09:00~18:00,의류/잡화,충청남도 천안시 동남구 공설시장2길 11,충청남도 천안시 동남구 대흥동 70-10,041-561-4490,36.80965904,127.149685
공실 38,폐업,기타,충청남도 천안시 동남구 공설시장2길 3,충청남도 천안시 동남구 대흥동 70-4,,36.80902657,127.1493428
공실 39,폐업,기타,충청남도 천안시 동남구 대흥로 250,충청남도 천안시 동남구 대흥동 60-1,,36.81003412,127.1485328
삼성식당,11:00~22:00,식당/음식,충청남도 천안시 동남구 공설시장2길 9,충청남도 천안시 동남구 대흥동 70-11,041-551-6501,36.8095749,127.1496724
세븐일레븐,00:00~24:00,마트/식품,충청남도 천안시 동남구 공설시장2길 3,충청남도 천안시 동남구 대흥동 70-4,,36.80903384,127.1493642
고운약국,"평일 09:00~20:00, 주말 임의",의료/건강,충청남도 천안시 동남구 공설시장2길 3,충청남도 천안시 동남구 대흥동 70-4,041-569-3993,36.80900722,127.1492845
허정신건강의학과의원,"평일 09:00~18:00, 토 09:00~12:30",의료/건강,충청남도 천안시 동남구 공설시장2길 3,충청남도 천안시 동남구 대흥동 70-4,041-555-3595,36.80902654,127.1493428
포인트미용실,10:00~16:00,생활서비스,충청남도 천안시 동남구 공설시장2길 3,충청남도 천안시 동남구 대흥동 70-4,041-567-8301,36.80901358,127.1493744
포인트미용학원,10:00~16:00,기타,충청남도 천안시 동남구 공설시장2길 3,충청남도 천안시 동남구 대흥동 70-4,041-567-8302,36.80904262,127.149304
천안요리학원,09:00~20:30,기타,충청남도 천안시 동남구 공설시장2길 3,충청남도 천안시 동남구 대흥동 70-4,041-555-0308,36.80902656,127.1493428
공실 40,공실,기타,충청남도 천안시 동남구 대흥로 248,충청남도 천안시 동남구 대흥동 37,,36.80998163,127.1485585
주광교회,미영업,기타,충청남도 천안시 동남구 공설시장2길 3,충청남도 천안시 동남구 대흥동 70-4,,36.80902657,127.1493428
베스트헤어,임의,생활서비스,충청남도 천안시 동남구 버들로 11,충청남도 천안시 동남구 대흥동 70-5,041-565-0246,36.80908209,127.1492426
하나은행,07:00~20:00,기타,충청남도 천안시 동남구 버들로 11,충청남도 천안시 동남구 대흥동 70-5,,36.80909936,127.1492119
김밥나라,08:00~19:00,식당/음식,충청남도 천안시 동남구 버들로 11,충청남도 천안시 동남구 대흥동 70-14,041-563-2289,36.80911435,127.1491827
천안역세권부동산,10:00~21:00,생활서비스,충청남도 천안시 동남구 버들로 11,충청남도 천안시 동남구 대흥동 70-13,,36.80912797,127.1491574
이태리안경콘택트,09:00~20:00,생활서비스,충청남도 천안시 동남구 버들로 9,충청남도 천안시 동남구 대흥동 63-61,041-563-7711,36.80915728,127.1491071
케이엠씨산업(주),09:00~18:00,기타,충청남도 천안시 동남구 버들로 9,충청남도 천안시 동남구 대흥동 63-61,041-552-0302,36.80915528,127.1490819
그랜드PC,미영업,기타,충청남도 천안시 동남구 버들로 9,충청남도 천안시 동남구 대흥동 63-61,,36.80914829,127.1489954
삼성이용원,비협조,생활서비스,충청남도 천안시 동남구 대흥로 250,충청남도 천안시 동남구 대흥동 59,,36.81007618,127.1484864
착한전당포,10:00~18:00,기타,충청남도 천안시 동남구 대흥로 250,충청남도 천안시 동남구 대흥동 60-1,041-578-4970,36.81011415,127.148491
천안생명샘교회,미영업,기타,충청남도 천안시 동남구 대흥로 250,충청남도 천안시 동남구 대흥동 60-1,,36.81011447,127.1484911
다다,미영업,의류/잡화,충청남도 천안시 동남구 대흥로 250,충청남도 천안시 동남구 대흥동 59,,36.81011388,127.148493
구제백화점,10:00~19:00,의류/잡화,충청남도 천안시 동남구 대흥로 248,충청남도 천안시 동남구 대흥동 37,041-567-8677,36.80998153,127.1485594
공실 41,공실,기타,충청남도 천안시 동남구 대흥로 248,충청남도 천안시 동남구 대흥동 37,,36.80998157,127.1485586
공실 42,폐업,기타,충청남도 천안시 동남구 대흥로 244-1,충청남도 천안시 동남구 대흥동 62-6,,36.80977307,127.1484147
공실 43,폐업,기타,충청남도 천안시 동남구 대흥로 244-1,충청남도 천안시 동남구 대흥동 62-6,,36.80977306,127.1484148
정관장,10:00~18:00,의료/건강,충청남도 천안시 동남구 대흥로 246,충청남도 천안시 동남구 대흥동 36,041-551-2304,36.80993905,127.1484667
포낙보청기,09:30~18:00,의료/건강,충청남도 천안시 동남구 대흥로 246,충청남도 천안시 동남구 대흥동 33,041-553-9240,36.80988414,127.1484423
장인냉동에너지배관학원,"월-금 09:00-21:30,주말 09:00-16:30",기타,충청남도 천안시 동남구 대흥로 246,충청남도 천안시 동남구 대흥동 36,041-566-2258,36.80990932,127.1484535
토암작명철학원,09:00~20:00,기타,충청남도 천안시 동남구 대흥로 246,충청남도 천안시 동남구 대흥동 33,041-571-4400,36.80988037,127.1484396
굿울,10:00~20:00,의류/잡화,충청남도 천안시 동남구 대흥로 244-1,충청남도 천안시 동남구 대흥동 32,041-555-9287,36.80977308,127.1484147
공실 44,폐업,기타,충청남도 천안시 동남구 대흥로 244-1,충청남도 천안시 동남구 대흥동 62-6,,36.80977307,127.1484148
공실 45,폐업,기타,충청남도 천안시 동남구 버들로 1-5,충청남도 천안시 동남구 대흥동 62-9,,36.80944705,127.1484968
공실 46,폐업,기타,충청남도 천안시 동남구 버들로 3,충청남도 천안시 동남구 대흥동 62-12,,36.80940221,127.1485617
성인전용컴퓨터방,00:00~24:00,기타,충청남도 천안시 동남구 대흥로 244-1,충청남도 천안시 동남구 대흥동 62-6,,36.80977308,127.1484147
세기보청기,09:30~17:00,의료/건강,충청남도 천안시 동남구 대흥로 244,충청남도 천안시 동남구 대흥동 31,041-553-2887,36.8096782,127.1483641
천안역최고부동산,09:30~19:00,생활서비스,충청남도 천안시 동남구 버들로 1,충청남도 천안시 동남구 대흥동 62-7,041-556-2114,36.80954908,127.1484597
아이폰수리,09:00~18:00,생활서비스,충청남도 천안시 동남구 버들로 1,충청남도 천안시 동남구 대흥동 62-7,041-555-7119,36.80954913,127.1484597
세광사진관,10:00~18:00,생활서비스,충청남도 천안시 동남구 버들로 1-4,충청남도 천안시 동남구 대흥동 62-8,041-551-2752,36.80951012,127.1484802
Tworld모바일팩토리,09:30~20:30,전기/가전,충청남도 천안시 동남구 버들로 1-5,충청남도 천안시 동남구 대흥동 62-9,041-555-1201,36.80944694,127.1484965
공실 47,공실,기타,충청남도 천안시 동남구 문화로 14,충청남도 천안시 동남구 대흥동 10-4,,36.81064115,127.1498861
보석당,10:00~20:00,기타,충청남도 천안시 동남구 버들로 3,충청남도 천안시 동남구 대흥동 62-10,041-561-5181,36.80936157,127.1485147
공실 48,공실,기타,충청남도 천안시 동남구 문화로 14,충청남도 천안시 동남구 대흥동 10-4,,36.810641,127.1498862
