상호,운영시간,업종,도로명주소,지번주소,전화번호,위도,경도
동양한약도매약업사,09:30~18:30,의료/건강,충청남도 천안시 동남구 사직로 5,충청남도 천안시 동남구 사직동 202-17,041-561-1578,36.80047633,127.1494341
갈비장터다,10:00~19:00,식당/음식,충청남도 천안시 동남구 사직로 5,충청남도 천안시 동남구 사직동 202-17,,36.80059588,127.149433
옛날명품호떡,09:20~18:30,식당/음식,충청남도 천안시 동남구 사직로 5,충청남도 천안시 동남구 사직동 202-17,041-557-8667,36.80063761,127.1494288
혜당생활과학,09:00~18:00,생활용품,충청남도 천안시 동남구 사직로 5,충청남도 천안시 동남구 사직동 202-17,041-575-0553,36.80067422,127.1494218
송가네짬뽕,폐업,식당/음식,충청남도 천안시 동남구 사직로 7,충청남도 천안시 동남구 사직동 202-15,041-556-1233,36.80071751,127.149409
천안신협 중앙사직지점,09:00~16:30,생활서비스,충청남도 천안시 동남구 사직로 7,충청남도 천안시 동남구 사직동 202-15,041-551-7252,36.80074725,127.1494059
으뜸배방참포크,08:00~19:30,축산물,충청남도 천안시 동남구 사직로 7-2,충청남도 천안시 동남구 사직동 202-14,041-561-3005,36.80081656,127.1493876
백합커텐도매센터,09:00~19:00,침구/주단,충청남도 천안시 동남구 사직로 7-2,충청남도 천안시 동남구 사직동 202-14,041-551-8823,36.80081656,127.1493876
토토양말집,10:00~18:00,의류/잡화,충청남도 천안시 동남구 사직로 7-1,충청남도 천안시 동남구 사직동 202-13,,36.80093326,127.1493724
천안신발공판장,08:30~19:00,의류/잡화,충청남도 천안시 동남구 사직로 7-1,충청남도 천안시 동남구 사직동 202-13,041-561-1460,36.8008788,127.1493789
명동의류,09:30~19:00,의류/잡화,충청남도 천안시 동남구 사직로 9,충청남도 천안시 동남구 사직동 202-12,,36.80101289,127.149356
중앙커텐,09:30~18:30,침구/주단,충청남도 천안시 동남구 사직로 9-1,충청남도 천안시 동남구 사직동 202-4,041-555-4589,36.80110589,127.1493478
중앙제과점,06:10~19:50,식당/음식,충청남도 천안시 동남구 사직로 9-1,충청남도 천안시 동남구 사직동 202-4,,36.80116904,127.1493414
이정민토스트,09:30~18:00,식당/음식,충청남도 천안시 동남구 사직로 19,충청남도 천안시 동남구 사직동 156,,36.80190687,127.1491456
아울렛012,09:30~19:30,의류/잡화,충청남도 천안시 동남구 사직로 9-2,충청남도 천안시 동남구 사직동 202-33,041-568-5011,36.80124559,127.1493252
DC땡백화점,09:00~20:00,생활용품,충청남도 천안시 동남구 사직로 13,충청남도 천안시 동남구 사직동 202-1,041-565-1590,36.80133468,127.1493197
삼청유통,07:00~19:00,축산물,충청남도 천안시 동남구 사직로 13-1,충청남도 천안시 동남구 사직동 205-6,041-563-6403,36.80140401,127.1492919
오드리락,09:30~20:00,생활용품,충청남도 천안시 동남구 사직로 15,충청남도 천안시 동남구 사직동 205-4,041-553-5756,36.80146916,127.1492865
장터왕족발,11:00~21:00,식당/음식,충청남도 천안시 동남구 사직로 15,충청남도 천안시 동남구 사직동 205-4,041-564-2707,36.80154956,127.1492665
천안의류타운,10:00~19:00,의류/잡화,충청남도 천안시 동남구 사직로 15-1,충청남도 천안시 동남구 사직동 209-5,041-568-4959,36.80163843,127.1492444
홍성축산물백화점,07:00-19:00,축산물,충청남도 천안시 동남구 사직로 17,충청남도 천안시 동남구 사직동 205-2,041-567-8988,36.80169625,127.1492592
브랜드아울렛,09:00-19:00,의류/잡화,충청남도 천안시 동남구 큰시장길 22,충청남도 천안시 동남구 사직동 208-1,,36.80183174,127.1491799
부산어묵선우식품,07:00~19:00,마트/식품,충청남도 천안시 동남구 큰시장길 22,충청남도 천안시 동남구 사직동 208-1,041-562-9459,36.80182112,127.1491006
동방상회,08:00~18:00,농산물/청과,충청남도 천안시 동남구 큰시장길 20,충청남도 천안시 동남구 사직동 208-2,041-555-8983,36.80182165,127.149041
산천흑염소,08:00~18:00,의료/건강,충청남도 천안시 동남구 큰시장길 20,충청남도 천안시 동남구 사직동 208-2,041-565-4400,36.80181836,127.1489973
창현야채,09:00~17:00,농산물/청과,충청남도 천안시 동남구 큰시장길 20,충청남도 천안시 동남구 사직동 208-2,041-563-7646,36.80180645,127.1489668
부산효성어묵,07:00~19:00,마트/식품,충청남도 천안시 동남구 큰시장길 14,충청남도 천안시 동남구 사직동 217-5,041-563-7471,36.8018071,127.1488892
영화반점,8:00~19:00,식당/음식,충청남도 천안시 동남구 큰시장길 14,충청남도 천안시 동남구 사직동 217-5,041-556-2688,36.80180518,127.1488449
병천방앗간,08:00-18:00,마트/식품,충청남도 천안시 동남구 큰시장길 14,충청남도 천안시 동남구 사직동 217-5,041-567-7719,36.80173678,127.148741
조은옷창고,10:00~16:00,의류/잡화,충청남도 천안시 동남구 중앙시장길 12,충청남도 천안시 동남구 사직동 209-4,,36.80164208,127.1487643
성남미용실,09:00~16:00,생활서비스,충청남도 천안시 동남구 중앙시장길 12,충청남도 천안시 동남구 사직동 209-4,,36.80161274,127.1487699
으뜸옷수선,09:00~17:00,생활서비스,충청남도 천안시 동남구 중앙시장길 12,충청남도 천안시 동남구 사직동 209-4,041-555-4229,36.80157567,127.1487772
용승반점,11:00-19:00,식당/음식,충청남도 천안시 동남구 중앙시장길 10,충청남도 천안시 동남구 사직동 204-2,041-565-6611,36.80135192,127.1488083
공실48,공실,기타,충청남도 천안시 동남구 중앙시장길 10,충청남도 천안시 동남구 사직동 204-2,,36.80138374,127.1488005
만두나라,09:00~15:00,식당/음식,충청남도 천안시 동남구 중앙시장길 10,충청남도 천안시 동남구 사직동 204-2,041-563-3134,36.80141266,127.1487987
시골추어탕,08:00-17:00,식당/음식,충청남도 천안시 동남구 중앙시장길 10,충청남도 천안시 동남구 사직동 204-2,041-554-2117,36.80143599,127.1487983
은하수식당,09:00~20:00,식당/음식,충청남도 천안시 동남구 중앙시장길 10,충청남도 천안시 동남구 사직동 204-2,041-562-2460,36.80145802,127.1487871
지리산흑염소,09:00~18:00,식당/음식,충청남도 천안시 동남구 중앙시장길 10,충청남도 천안시 동남구 사직동 204-2,041-562-4133,36.80149118,127.1487873
오복누룽지,09:00~17:00,식당/음식,충청남도 천안시 동남구 중앙시장길 13,충청남도 천안시 동남구 사직동 210-1,,36.8016056,127.1486746
공실54,공실,기타,충청남도 천안시 동남구 중앙시장길 16,충청남도 천안시 동남구 사직동 217-10,,36.80172893,127.1486385
세이프존,09:00-18:00,기타,충청남도 천안시 동남구 중앙시장길 16,충청남도 천안시 동남구 사직동 217-10,,36.8017548,127.1485441
가보자식당,09:00-20:00,식당/음식,충청남도 천안시 동남구 중앙시장길 16,충청남도 천안시 동남구 사직동 217-10,041-553-7776,36.80173888,127.1484036
생큐마트,08:30~21:30,마트/식품,충청남도 천안시 동남구 중앙시장길 14,충청남도 천안시 동남구 사직동 217-5,041-555-6752,36.80172715,127.1482554
월드머리방,09:00~17:30,생활서비스,충청남도 천안시 동남구 중앙시장길 14,충청남도 천안시 동남구 사직동 217-5,041-563-1494,36.80170367,127.1481429
디딤방앗간,09:00~18:00,마트/식품,충청남도 천안시 동남구 큰서릿말길 10-4,충청남도 천안시 동남구 사직동 211-2,041-565-3773,36.8016701,127.1483849
목천보리밥,11:00-17:00,식당/음식,충청남도 천안시 동남구 대흥로 132-11,충청남도 천안시 동남구 사직동 211-1,041-551-6963,36.80168932,127.1484784
대박집,12:00~21:00,식당/음식,충청남도 천안시 동남구 대흥로 132-11,충청남도 천안시 동남구 사직동 211-1,041-557-5080,36.80169305,127.1485586
공실62,공실,기타,충청남도 천안시 동남구 대흥로 132-11,충청남도 천안시 동남구 사직동 211-1,,36.8015701,127.1485878
공실63,공실,기타,충청남도 천안시 동남구 대흥로 132-11,충청남도 천안시 동남구 사직동 211-1,,36.8015187,127.1485642
머슴상회,05:00~18:00,농산물/청과,충청남도 천안시 동남구 큰서릿말길 14,충청남도 천안시 동남구 사직동 227,041-555-5963,36.8020217,127.1480991
공실65,공실,기타,충청남도 천안시 동남구 큰서릿말길 14,충청남도 천안시 동남구 사직동 227,,36.80206907,127.1480839
푸른건강원,임의,의료/건강,충청남도 천안시 동남구 큰시장길 13,충청남도 천안시 동남구 사직동 231-3,041-567-3133,36.80191307,127.1481133
불로미용실,09:00-17:00,생활서비스,충청남도 천안시 동남구 큰시장길 13,충청남도 천안시 동남구 사직동 231-3,041-567-4092,36.80178868,127.1481592
공실68,공실,기타,충청남도 천안시 동남구 큰시장길 13,충청남도 천안시 동남구 사직동 231-3,,36.80183753,127.1481068
골동품미술관,10:00~15:00,생활용품,충청남도 천안시 동남구 큰시장길 15,충청남도 천안시 동남구 사직동 217-4,,36.80181085,127.1483589
경빈포차,11:00-19:00,식당/음식,충청남도 천안시 동남구 큰시장길 15,충청남도 천안시 동남구 사직동 217-4,,36.80181361,127.1482933
공실71,공실,기타,충청남도 천안시 동남구 큰시장길 15,충청남도 천안시 동남구 사직동 217-4,,36.80180416,127.1482314
서산순대,06:00-21:00,식당/음식,충청남도 천안시 동남구 큰시장길 17,충청남도 천안시 동남구 사직동 217-1,041-555-3723,36.80183283,127.1485573
할매영양탕,폐업,식당/음식,충청남도 천안시 동남구 큰시장길 19-5,충청남도 천안시 동남구 사직동 143-1,,36.80210718,127.1486685
공실74,공실,기타,충청남도 천안시 동남구 큰시장길 19-5,충청남도 천안시 동남구 사직동 143-1,,36.8022692,127.1486507
공실75,공실,기타,충청남도 천안시 동남구 큰시장길 19-5,충청남도 천안시 동남구 사직동 143-1,,36.802192,127.1486527
공실76,공실,기타,충청남도 천안시 동남구 큰시장길 20,충청남도 천안시 동남구 사직동 208-2,,36.80206739,127.148687
신남개고기도매,09:00-18:00,축산물,충청남도 천안시 동남구 큰시장길 19-5,충청남도 천안시 동남구 사직동 143-1,041-563-4040,36.80223576,127.1486548
공실78,공실,기타,충청남도 천안시 동남구 큰시장길 19-3,충청남도 천안시 동남구 사직동 144,,36.80203026,127.1486839
공실79,공실,기타,충청남도 천안시 동남구 큰시장길 19-3,충청남도 천안시 동남구 사직동 144,,36.80201004,127.1487705
동우상회,09:00-18:30,수산물,충청남도 천안시 동남구 중앙시장길16-6,충청남도 천안시 동남구 사직동 217,041-551-0869,36.80185891,127.1487441
공실81,공실,기타,충청남도 천안시 동남구 큰시장길 19-2,충청남도 천안시 동남구 사직동 145-5,,36.80189334,127.1487767
중앙즉석우동,11:00-20:00,식당/음식,충청남도 천안시 동남구 큰시장길 19-2,충청남도 천안시 동남구 사직동 145-2,041-622-1092,36.80187586,127.1488551
나들이화장품야채,09:00-19:00,농산물/청과,충청남도 천안시 동남구 큰시장길 21,충청남도 천안시 동남구 사직동145-3,041-556-0902,36.80187969,127.1488838
못난이 공주,10:00~15:00,의류/잡화,충청남도 천안시 동남구 큰시장길 21,충청남도 천안시 동남구 사직동145-3,,36.80189325,127.1489225
남가네젓갈건어물,08:00-20:00,수산물,충청남도 천안시 동남구 큰시장길 21,충청남도 천안시 동남구 사직동145-3,041-552-3338,36.80190844,127.1490154
금산인삼도매집,07:00-19:00,의료/건강,충청남도 천안시 동남구 사직로 19,충청남도 천안시 동남구 사직동 146,041-557-1752,36.80189913,127.149224
아라스시,10:00~19:30,식당/음식,충청남도 천안시 동남구 사직로 19,충청남도 천안시 동남구 사직동 146,,36.80191891,127.1492325
쎈스,09:00-19:00,의류/잡화,충청남도 천안시 동남구 사직로 19,충청남도 천안시 동남구 사직동 146,,36.80193214,127.1492233
밤대추시골반찬,08:00-19:00,식당/음식,충청남도 천안시 동남구 사직로 19,충청남도 천안시 동남구 사직동 146,041-523-2343,36.80196323,127.149216
관음정사,11:00-17:00,기타,충청남도 천안시 동남구 사직로 19,충청남도 천안시 동남구 사직동 156,041-565-3535,36.80190687,127.1491456
원조칼국수,10:00-18:30,식당/음식,충청남도 천안시 동남구 사직로 21,충청남도 천안시 동남구 사직동 149,,36.80202132,127.1492068
천안불교상회,07:30-20:00,생활용품,충청남도 천안시 동남구 사직로 21,충청남도 천안시 동남구 사직동 149,041-551-5610,36.80205543,127.1492054
화장품공판장,07:30-20:00,생활용품,충청남도 천안시 동남구 사직로 21,충청남도 천안시 동남구 사직동 149,041-551-3172,36.80209198,127.1492027
생활용품싸게파는DC백화점,09:00-19:00,생활용품,충청남도 천안시 동남구 사직로 23,충청남도 천안시 동남구 사직동 151-5,041-555-8656,36.80214767,127.1491841
솔나무떡집,06:00-19:00,식당/음식,충청남도 천안시 동남구 사직로 23-1,충청남도 천안시 동남구 사직동 151-2,041-556-2949,36.80221091,127.1491683
흥부네,07:00-19:00,농산물/청과,충청남도 천안시 동남구 사직로 23-1,충청남도 천안시 동남구 사직동 151-2,041-552-5879,36.80224602,127.1491634
김치담그는집,06:00~21:00,마트/식품,충청남도 천안시 동남구 사직로 25,충청남도 천안시 동남구 사직동 151-2,,36.80228509,127.1491633
핑크밸리,09:30-18:00,의류/잡화,충청남도 천안시 동남구 사직로 25-1,충청남도 천안시 동남구 사직동 125-1,,36.80231356,127.1491553
서울죽마님,08:00-18:00,식당/음식,충청남도 천안시 동남구 사직로 25-1,충청남도 천안시 동남구 사직동 125-1,,36.80236887,127.1491483
소비자교육중앙회천안시지회,09:00-18:00,기타,충청남도 천안시 동남구 사직로 25-3,충청남도 천안시 동남구 사직동 150,,36.80232768,127.1489265
공실101,공실,기타,충청남도 천안시 동남구 사직로 25-3,충청남도 천안시 동남구 사직동 150,,36.80232768,127.1489265
공실102,공실,기타,충청남도 천안시 동남구 사직로 25-3,충청남도 천안시 동남구 사직동 150,,36.80232768,127.1489265
공실103,공실,기타,충청남도 천안시 동남구 사직로 25-3,충청남도 천안시 동남구 사직동 150,,36.80232768,127.1489265
예수찬양순복음교회,"새벽기도회 06:00~주일오전예배 11:00~주일오후예배 14:00~수요기도회 19:00금요철야 20:00~월, 화, 목 기도회 20:00~매일기도 24:00~",기타,충청남도 천안시 동남구 사직로 25-3,충청남도 천안시 동남구 사직동 150,,36.80232768,127.1489265
공실105,공실,기타,충청남도 천안시 동남구 사직로 25-4,충청남도 천안시 동남구 사직동 51,,36.80249877,127.1487619
금산식품,09:00-17:00,의료/건강,충청남도 천안시 동남구 사직로 25-4,충청남도 천안시 동남구 사직동 51,041-551-4248,36.80244899,127.1487889
공실107,공실,기타,충청남도 천안시 동남구 사직로 25-4,충청남도 천안시 동남구 사직동 51,,36.80239904,127.1488319
공실108,공실,기타,충청남도 천안시 동남구 사직로 25-4,충청남도 천안시 동남구 사직동 51,,36.80239428,127.1488491
우리식당,09:00-19:00,식당/음식,충청남도 천안시 동남구 사직로 25-4,충청남도 천안시 동남구 사직동 51,041-565-0556,36.80240073,127.1488877
고려인삼,07:00~18:30,의료/건강,충청남도 천안시 동남구 사직로 25-2,충청남도 천안시 동남구 사직동 49,041-553-4404,36.80241927,127.1491384
봉봉닭강정,09:00-19:00,식당/음식,충청남도 천안시 동남구 사직로 25-2,충청남도 천안시 동남구 사직동 49,041-522-5842,36.80247082,127.1491331
모녀네즉석김,09:00~19:30,식당/음식,충청남도 천안시 동남구 사직로 25-2,충청남도 천안시 동남구 사직동 49,041-551-4298,36.80254493,127.1490969
시장청과,09:00~21:00,농산물/청과,충청남도 천안시 동남구 작은서릿말길 26,충청남도 천안시 동남구 사직동 25,,36.80263667,127.1490776
신명상회,09:00~19:30,의류/잡화,충청남도 천안시 동남구 작은서릿말길 26,충청남도 천안시 동남구 사직동 25,041-551-7488,36.80268224,127.149069
복다방,09:00~18:00,식당/음식,충청남도 천안시 동남구 작은서릿말길 26,충청남도 천안시 동남구 사직동 25,041-563-6990,36.80260331,127.1490797
해피의료기,08:30~16:30,의료/건강,충청남도 천안시 동남구 작은서릿말길 26,충청남도 천안시 동남구 사직동 25,041-574-7582,36.80260798,127.149105
광동카페,08:50~18:00,식당/음식,충청남도 천안시 동남구 수선정길 7,충청남도 천안시 동남구 사직동 11-1,,36.80363896,127.1496926
개미야채식품,비협조,농산물/청과,충청남도 천안시 동남구 큰시장길 19-1,충청남도 천안시 동남구 사직동 145-5,,36.8022599,127.1486212
만복방앗간,07:00~18:00,마트/식품,충청남도 천안시 동남구 중앙시장길 27,충청남도 천안시 동남구 사직동 55,041-567-3212,36.80289683,127.148436
하모니마트사직점,09:00~20:30,마트/식품,충청남도 천안시 동남구 중앙시장길 28,충청남도 천안시 동남구 사직동 55-2,041-557-7666,36.80307985,127.1489695
클랙잭,09:00~19:00,의류/잡화,충청남도 천안시 동남구 중앙시장길 28,충청남도 천안시 동남구 사직동 55-2,041-565-7670,36.80303413,127.1489751
화이트화장품,09:00~19:00,생활용품,충청남도 천안시 동남구 중앙시장길 28,충청남도 천안시 동남구 사직동 55-2,041-562-5756,36.80296634,127.148988
중앙비와이씨,09:00~19:00,의류/잡화,충청남도 천안시 동남구 중앙시장길 28,충청남도 천안시 동남구 사직동 55-2,041-561-0022,36.80287302,127.1489973
닥터케이신발,08:00~18:30,의류/잡화,충청남도 천안시 동남구 사직로 33,충청남도 천안시 동남구 사직동 60-1,041-557-0458,36.80318726,127.1489833
중앙그릇백화점,07:00~19:00,생활용품,충청남도 천안시 동남구 사직로 35,충청남도 천안시 동남구 사직동 60-1,041-551-0770,36.80323912,127.1489823
운수대통국밥,08:00~20:30,식당/음식,충청남도 천안시 동남구 사직로 37,충청남도 천안시 동남구 사직동 72,041-556-7852,36.8034844,127.1489311
체이스컬트,비협조,의류/잡화,충청남도 천안시 동남구 사직로 39,충청남도 천안시 동남구 사직동 71-1,041-555-7757,36.80361696,127.1489311
대동과일,09:00~19:00,농산물/청과,충청남도 천안시 동남구 사직로 41,충청남도 천안시 동남구 사직동 76-2,041-556-1753,36.80368906,127.1489213
대동땅콩상회,09:00~19:00,농산물/청과,충청남도 천안시 동남구 사직로 41,충청남도 천안시 동남구 사직동 76-2,041-551-5047,36.80373714,127.1489068
영신혼수,07:30~17:00,생활용품,충청남도 천안시 동남구 사직로 41,충청남도 천안시 동남구 사직동 76-2,041-551-6024,36.80377233,127.1488866
창원상회,09:00~17:00,침구/주단,충청남도 천안시 동남구 사직로 41,충청남도 천안시 동남구 사직동 76-2,041-551-2125,36.80379618,127.1488654
대동종합유통마트,09:00~19:00,마트/식품,충청남도 천안시 동남구 사직로 43,충청남도 천안시 동남구 사직동 77-2,041-551-6115,36.80390342,127.1488009
마담컬렉션,09:30~19:00,의류/잡화,충청남도 천안시 동남구 사직로 43,충청남도 천안시 동남구 사직동 77-2,041-556-9009,36.80397787,127.1487668
자연주의와산야초,09:00~18:30,생활서비스,충청남도 천안시 동남구 사직로 43,충청남도 천안시 동남구 사직동 77-2,041-522-5666,36.80401953,127.1487293
한일뻥튀기,09:00~18:00,식당/음식,충청남도 천안시 동남구 큰재빼기길 24,충청남도 천안시 동남구 사직동 87,041-566-1777,36.80407765,127.1485957
여정꼬마김밥,09:00~18:00,식당/음식,충청남도 천안시 동남구 사직로 40,충청남도 천안시 동남구 사직동 87,041-566-4377,36.80379852,127.1492244
정의양행,09:00~18:00,의류/잡화,충청남도 천안시 동남구 큰재빼기길 24,충청남도 천안시 동남구 사직동 87,,36.80407515,127.1486203
길다방,09:00~19:00,식당/음식,충청남도 천안시 동남구 큰재빼기길 24,충청남도 천안시 동남구 사직동 87,,36.80407312,127.1486419
(주)대별직영판매점,07:00~19:00매주월요일휴무,수산물,충청남도 천안시 동남구 큰재빼기길 23,충청남도 천안시 동남구 오룡동 193-1,041-286-6113,36.80417802,127.1486885
성권상사,09:00~17:00,마트/식품,충청남도 천안시 동남구 큰재빼기길 28,충청남도 천안시 동남구 오룡동 189-29,041-555-7518,36.80407537,127.1491231
성권방앗간,09:00~17:00,마트/식품,충청남도 천안시 동남구 큰재빼기길 28,충청남도 천안시 동남구 오룡동 189-29,041-555-7518,36.80407147,127.1491338
가화손만두,08:00~20:00,식당/음식,충청남도 천안시 동남구 큰재빼기길 28,충청남도 천안시 동남구 오룡동 189-29,,36.80394864,127.1491124
예일장식,폐업,기타,충청남도 천안시 동남구 큰재빼기길 28,충청남도 천안시 동남구 오룡동 189-29,041-558-0863,36.80391653,127.1491187
옛날육개장,비협조,식당/음식,충청남도 천안시 동남구 큰재빼기길 28,충청남도 천안시 동남구 오룡동 189-29,041-555-1992,36.80392475,127.1492068
대동안감,비협조,생활서비스,충청남도 천안시 동남구 큰재빼기길 30,충청남도 천안시 동남구 오룡동 189-24,041-551-5946,36.8040934,127.1495504
홍빈체육사,08:30~17:00,의류/잡화,충청남도 천안시 동남구 사직로 42-5,충청남도 천안시 동남구 오룡동 189-19,041-562-9844,36.80392675,127.1492853
소담갤러리,10:00~18:00,의류/잡화,충청남도 천안시 동남구 사직로 42-5,충청남도 천안시 동남구 오룡동 189-19,,36.80392715,127.1492717
천안꽃조화,10:00~18:00,기타,충청남도 천안시 동남구 사직로 42-3,충청남도 천안시 동남구 오룡동 189-6,041-555-7278,36.80393148,127.1492533
카라,05:00~18:00,의류/잡화,충청남도 천안시 동남구 사직로 42-4,충청남도 천안시 동남구 오룡동 189-6,,36.80392973,127.1492605
우성헤어뱅크,09:00~18:00,생활서비스,충청남도 천안시 동남구 사직로 42-1,충청남도 천안시 동남구 오룡동 189-28,,36.80392733,127.1492433
날개,10:30~19:00,의류/잡화,충청남도 천안시 동남구 사직로 42-1,충청남도 천안시 동남구 오룡동 189-28,,36.80392676,127.1492287
시민당,08:00~18:00,기타,충청남도 천안시 동남구 사직로 40,충청남도 천안시 동남구 사직동 13-2,041-555-2880,36.80381389,127.1493348
개미식당,15:00~17:30,식당/음식,충청남도 천안시 동남구 사직로 40,충청남도 천안시 동남구 사직동 13-2,041-561-2342,36.80382156,127.1493977
유니계란,09:00~18:00,축산물,충청남도 천안시 동남구 사직로 40,충청남도 천안시 동남구 사직동 13-2,,36.80379208,127.1491854
정금당,09:00~18:00,기타,충청남도 천안시 동남구 사직로 40,충청남도 천안시 동남구 사직동 13-2,041-551-7191,36.80377381,127.1491349
중국식품,08:00~20:00,마트/식품,충청남도 천안시 동남구 사직로 40,충청남도 천안시 동남구 사직동 13-2,041-568-7268,36.80373996,127.1491447
로얄카페,11:00~18:00,식당/음식,충청남도 천안시 동남구 사직로 40,충청남도 천안시 동남구 사직동 13-2,041-565-6860,36.80380331,127.1492689
미도가방,09:00~18:00,의류/잡화,충청남도 천안시 동남구 수선정길 1,충청남도 천안시 동남구 사직동 16-1,041-562-3839,36.80363335,127.1491638
삼우고무상회,09:00~17:00,의류/잡화,충청남도 천안시 동남구 수선정길 1,충청남도 천안시 동남구 사직동 16-1,041-565-4183,36.80367123,127.1491434
쪽문만두,10:30~19:30,식당/음식,충청남도 천안시 동남구 수선정길 1,충청남도 천안시 동남구 사직동 16-1,041-568-1179,36.80363736,127.1491866
명신상회,09:00~18:00,마트/식품,충청남도 천안시 동남구 수선정길 3,충청남도 천안시 동남구 사직동 12-4,041-551-4753,36.80363725,127.1491996
장돌이부산어묵,09:00~19:00,마트/식품,충청남도 천안시 동남구 수선정길 3,충청남도 천안시 동남구 사직동 12-4,,36.80364041,127.1492165
충남떡집,08:00~18:00,식당/음식,충청남도 천안시 동남구 수선정길 5,충청남도 천안시 동남구 사직동 20-1,041-563-3184,36.90363641,127.1494278
충남방앗간,08:00~18:00,마트/식품,충청남도 천안시 동남구 수선정길 5,충청남도 천안시 동남구 사직동 20-1,041-563-3184,36.8036408,127.1494612
딱이면 딱이야,09:00~18:00,의류/잡화,충청남도 천안시 동남구 수선정길 5,충청남도 천안시 동남구 사직동 20-1,,36.80364387,127.1494985
온누리호두과자,07:00~19:00,마트/식품,충청남도 천안시 동남구 수선정길 5,충청남도 천안시 동남구 사직동 20-1,041-551-5259,36.80364438,127.1495391
광동수산물도소매센터,08:00~18:00,수산물,충청남도 천안시 동남구 수선정길 7,충청남도 천안시 동남구 사직동 11-1,041-523-5263,36.80363896,127.1496926
태수상회,06:30~20:00,농산물/청과,충청남도 천안시 동남구 수선정길 7,충청남도 천안시 동남구 사직동 11-1,041-558-5785,36.80363523,127.1498286
영광모시떡집,09:30~18:00,식당/음식,충청남도 천안시 동남구 수선정길 7,충청남도 천안시 동남구 사직동 11-1,041-622-0420,36.80363709,127.1498776
무슬림레스토랑,미영업,식당/음식,충청남도 천안시 동남구 수선정길 9,충청남도 천안시 동남구 사직동 2-7,,36.80349786,127.1499774
골드체형관리,09:00~19:00,생활서비스,충청남도 천안시 동남구 수선정길 9,충청남도 천안시 동남구 사직동 2-7,,36.8036865,127.1499661
시장닭집,08:00~18:30,축산물,충청남도 천안시 동남구 수선정길 11,충청남도 천안시 동남구 사직동 2-11,041-567-9993,36.80364892,127.1501227
수입육류전문점,07:30~19:00,축산물,충청남도 천안시 동남구 영성로 57,충청남도 천안시 동남구 사직동 9-1,041-552-2125,36.80338783,127.1501504
대풍농약사,07:30~19:30,의료/건강,충청남도 천안시 동남구 영성로 57,충청남도 천안시 동남구 사직동 9-1,041-551-3602,36.80343883,127.1501484
당진상회,07:30~19:00,농산물/청과,충청남도 천안시 동남구 영성로 57,충청남도 천안시 동남구 사직동 9-1,041-551-2698,36.8034816,127.1501126
삼정식품,05:00~17:00,마트/식품,충청남도 천안시 동남구 영성로 57,충청남도 천안시 동남구 사직동 9-1,041-551-0392,36.80349757,127.1500309
패션1번지,09:00~17:30,의류/잡화,충청남도 천안시 동남구 영성로 57,충청남도 천안시 동남구 사직동 9-1,041-552-5382,36.80349955,127.1499684
성남상회1,08:00~19:00,마트/식품,충청남도 천안시 동남구 영성로 57,충청남도 천안시 동남구 사직동 9-1,041-551-2897,36.80350118,127.1499239
